Facility_INSPIRE_ID;reportingYear;nameOfFeature;mainActivityCode;mainActivityName;city;wasteClassificationCode;wasteClassificationName;wasteTreatmentCode;wasteTreatmentName;totalWasteQuantityTNE;methodCode;methodName;nameOfReceiver;ReceivingSite_city;ReceivingSite_postalCode;ReceivingSite_countryName;facilityId
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030624.ProductionFacility;2022;Sucros Oy, Säkylän tehdas;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;Säkylä;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;5.61;M;Measured: analytical method used;;;;;0100030624
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030624.ProductionFacility;2022;Sucros Oy, Säkylän tehdas;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;Säkylä;NONHW;Non-hazardous waste;R;Destined for recovery;1830.0;M;Measured: analytical method used;;;;;0100030624
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030624.ProductionFacility;2022;Sucros Oy, Säkylän tehdas;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;Säkylä;NONHW;Non-hazardous waste;D;Destined for disposal;379.0;M;Measured: analytical method used;;;;;0100030624
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2018;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;5.46;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2019;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;3.66;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2020;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;9.91;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2020;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.5;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2021;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;8.91;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2021;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.4;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030675.ProductionFacility;2022;Timberwise Oy. Loimaan parkettitehdas, Puunjalostusteollisuus;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Loimaa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;11.5;M;Measured: analytical method used;;;;;0100030675
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2018;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;29.8;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2018;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;369.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2018;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;2460.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2018;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;183.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2019;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;60.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2019;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;492.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2019;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;2620.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2019;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;45.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2017;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;32.6;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2017;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;679.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2020;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;30.1;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2020;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;246.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2021;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;27.3;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2021;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;874.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2021;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;2040.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2021;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;76.1;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2022;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;49.8;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030686.ProductionFacility;2022;Turun Korjaustelakka Oy, Telakka, Naantali;9(e);Installations for the building of, and painting or removal of paint from ships with a capacity for ships 100 m long;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;283.0;M;Measured: analytical method used;;;;;0100030686
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2018;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;9.03;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2019;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;4.1;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2020;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;4.8;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2021;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;4.4;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2022;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.51;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100030716.ProductionFacility;2022;Vertic Zinc Wire Oy, Porin valimo;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);Pori;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;13.9;M;Measured: analytical method used;;;;;0100030716
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2021;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;15.5;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2021;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.43;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2021;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;NONHW;Non-hazardous waste;R;Destined for recovery;2760.0;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2021;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;NONHW;Non-hazardous waste;D;Destined for disposal;104.0;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2022;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;5.51;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100032819.ProductionFacility;2022;Elwira Oy, Sähkö- ja elektroniikkaromun käsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Kemijärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;2.98;M;Measured: analytical method used;;;;;0100032819
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2018;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;6.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2018;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;16.3;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2017;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;5.3;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2017;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;16.4;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2020;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;192.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2020;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;36.9;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2020;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;NONHW;Non-hazardous waste;R;Destined for recovery;4200.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2020;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;NONHW;Non-hazardous waste;D;Destined for disposal;2690.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2021;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;189.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2021;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;52.9;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2021;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;NONHW;Non-hazardous waste;R;Destined for recovery;5430.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2021;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;NONHW;Non-hazardous waste;D;Destined for disposal;2430.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2022;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;80.0;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100038785.ProductionFacility;2022;Outokummun kaupunki, Kaupunkirakenneyksikkö, Jyrin käsittelyasema;5(a);Installations for the recovery or disposal of hazardous waste;Outokumpu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;11.3;M;Measured: analytical method used;;;;;0100038785
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2018;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;32.0;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2019;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;49.0;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2020;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1.37;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2020;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;24.3;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2021;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.062;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2021;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;23.8;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2022;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.078;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100044249.ProductionFacility;2022;Nalco Finland Manufacturing Oy, Kolloidista silikaa ja pesuaineita valmistava tehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;Loviisa;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;16.0;M;Measured: analytical method used;;;;;0100044249
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100045863.ProductionFacility;2020;CONFIDENTIAL;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);Alavus;NONHW;Non-hazardous waste;R;Destined for recovery;2100.0;M;Measured: analytical method used;;;;;0100045863
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100045863.ProductionFacility;2021;CONFIDENTIAL;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);Alavus;NONHW;Non-hazardous waste;R;Destined for recovery;2100.0;M;Measured: analytical method used;;;;;0100045863
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100045863.ProductionFacility;2022;CONFIDENTIAL;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);Alavus;NONHW;Non-hazardous waste;R;Destined for recovery;2000.0;M;Measured: analytical method used;;;;;0100045863
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100046434.ProductionFacility;2020;Hankkija Oy, Hankkija Oy, Säkylä;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;Säkylä;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1.88;M;Measured: analytical method used;;;;;0100046434
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100046434.ProductionFacility;2020;Hankkija Oy, Hankkija Oy, Säkylä;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;Säkylä;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.64;M;Measured: analytical method used;;;;;0100046434
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2018;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1350.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2018;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;611.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2019;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1370.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2019;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;9920.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2020;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;56.2;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2020;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;2450.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2020;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;NONHW;Non-hazardous waste;R;Destined for recovery;2650.0;M;Measured: analytical method used;;;;;0100050284
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100050284.ProductionFacility;2020;Fortum Waste Solutions Oy, Juvanmalmin jätteenkäsittelylaitos;5(a);Installations for the recovery or disposal of hazardous waste;Espoo;NONHW;Non-hazardous waste;D;Destined for disposal;5.92;M;Measured: analytical method used;;;;;0100050284
